dataset,schema_id,num_productions,num_nonterminals,num_terminals,max_rhs_nt,nonlinear_productions,is_linear,has_recursion,has_array,has_nested_object,schema_size,error
train,train_2728,6,4,4,2,1,False,False,True,False,202,
train,train_2729,26,24,18,2,10,False,False,True,False,659,
train,train_2730,12,10,12,2,3,False,False,False,False,775,
train,train_2731,279,229,64,2,80,False,False,False,True,8677,
train,train_2732,3,2,2,1,0,True,False,False,False,142,
train,train_2733,1234,1043,278,2,401,False,False,False,False,146253,
train,train_2734,172,137,46,2,38,False,False,True,False,15322,
train,train_2735,12,12,11,2,3,False,False,False,True,473,
train,train_2736,12,12,13,2,4,False,False,False,True,861,
train,train_2737,25,22,18,2,8,False,False,False,False,1872,
train,train_2738,38,38,25,2,13,False,False,False,True,1306,
train,train_2739,279,167,169,2,73,False,False,True,True,11738,
train,train_2740,19,16,16,2,5,False,False,False,True,592,
train,train_2741,16,16,13,2,5,False,False,False,True,673,
train,train_2742,370,230,201,2,117,False,False,True,True,20789,
train,train_2743,99,80,52,2,29,False,False,True,True,2412,
train,train_2744,5,4,1,1,0,True,False,True,False,1301,
train,train_2745,2,2,2,1,0,True,False,False,False,121,
train,train_2746,19,14,12,2,2,False,False,True,False,3157,
train,train_2747,16,14,14,2,4,False,False,True,False,496,
train,train_2748,20,16,12,2,5,False,False,True,False,553,
train,train_2749,10,10,10,2,3,False,False,False,False,806,
train,train_2750,16,14,14,2,4,False,False,True,False,523,
train,train_2751,10,10,10,2,3,False,False,False,False,315,
train,train_2752,54,38,17,2,16,False,False,True,True,2119,
train,train_2753,14,12,11,2,4,False,False,True,False,506,
train,train_2754,845,732,200,2,305,False,False,True,True,18429,
train,train_2755,54,44,19,2,10,False,False,False,False,893,
train,train_2756,394,253,205,2,120,False,False,True,True,20282,
train,train_2757,30,22,17,2,4,False,False,False,True,1038,
train,train_2758,4,4,5,1,0,True,False,False,False,310,
train,train_2759,15,14,15,2,4,False,False,False,True,733,
train,train_2760,40,30,21,2,11,False,False,True,False,674,
train,train_2761,50,46,34,2,17,False,False,True,True,2954,
train,train_2762,82,8,84,2,2,False,False,False,True,1201,
train,train_2763,796,468,331,2,213,False,False,True,True,44722,
train,train_2764,50,42,29,2,16,False,False,False,True,3800,
train,train_2765,2,2,2,1,0,True,False,False,False,1940,
train,train_2766,254,158,97,2,75,False,False,True,True,9876,
train,train_2767,7,6,6,1,0,True,False,False,False,272,
train,train_2768,20,18,14,2,5,False,False,True,False,2028,
train,train_2769,28,26,17,2,8,False,False,False,True,1959,
train,train_2770,12,12,11,2,3,False,False,False,True,464,
train,train_2771,14,14,12,2,4,False,False,False,True,669,
train,train_2772,10,10,9,2,3,False,False,False,False,451,
train,train_2773,12,12,12,2,3,False,False,False,True,510,
train,train_2774,25,24,19,2,6,False,False,False,True,1503,
train,train_2775,3,2,2,1,0,True,False,False,False,91,
train,train_2776,36,30,18,2,6,False,False,True,True,929,
train,train_2777,97,80,37,2,17,False,False,False,False,3593,
train,train_2778,702,640,260,2,267,False,False,True,True,21187,
train,train_2779,55,48,24,2,17,False,False,True,True,1171,
train,train_2780,23,20,12,2,6,False,False,True,False,409,
train,train_2781,10,8,10,2,2,False,False,False,False,617,
train,train_2782,26,18,15,2,6,False,False,True,False,604,
train,train_2783,60,54,32,2,18,False,False,True,True,2644,
train,train_2784,525,341,244,2,155,False,False,True,True,21260,
train,train_2785,420,370,118,2,141,False,False,False,False,44163,
train,train_2786,13,10,10,2,1,False,False,False,False,321,
train,train_2787,38,32,22,2,11,False,False,True,True,1749,
train,train_2788,16,16,13,2,5,False,False,False,True,638,
train,train_2789,10,10,11,2,3,False,False,False,False,713,
train,train_2790,50,45,25,2,12,False,False,True,False,16292,
train,train_2791,124,106,47,2,37,False,False,True,True,4088,
train,train_2792,3,3,2,1,0,True,False,False,False,1509,
train,train_2793,54,47,30,2,20,False,False,True,True,6788,
train,train_2794,247,202,64,2,65,False,False,True,True,3275,
train,train_2795,21,18,17,2,6,False,False,True,True,547,
train,train_2796,131,106,59,2,47,False,False,True,True,5565,
train,train_2797,18,16,15,2,5,False,False,True,False,584,
train,train_2798,45,20,36,2,8,False,False,True,False,853,
train,train_2799,36,29,20,2,11,False,False,True,False,1030,
train,train_2800,19,18,15,2,6,False,False,True,False,497,
train,train_2801,26,24,17,2,6,False,False,True,True,747,
train,train_2802,16,14,12,2,4,False,False,True,True,447,
train,train_2803,10,10,9,2,3,False,False,False,True,9469,
train,train_2804,16,14,13,2,4,False,False,True,False,857,
train,train_2805,1268,1076,288,2,415,False,False,False,False,150800,
train,train_2806,14,14,12,2,4,False,False,False,True,619,
train,train_2807,7,5,6,2,1,False,False,False,False,116,
train,train_2808,21,16,17,2,4,False,False,True,True,447,
train,train_2809,16,16,13,2,5,False,False,False,True,567,
train,train_2810,32,28,25,2,10,False,False,True,True,920,
train,train_2811,14,12,11,2,4,False,False,True,False,461,
train,train_2812,12,12,10,2,4,False,False,False,True,667,
train,train_2813,8,2,7,1,0,True,False,False,False,1580,
train,train_2814,43,38,28,2,12,False,False,False,True,1125,
train,train_2815,24,24,18,2,10,False,False,False,False,826,
train,train_2816,166,130,39,2,49,False,False,True,True,3417,
train,train_2817,10,10,10,2,3,False,False,False,False,736,
train,train_2818,68,66,40,2,29,False,False,False,True,1955,
train,train_2819,13,10,13,2,3,False,False,True,False,553,
train,train_2820,29,28,21,2,8,False,False,False,True,2159,
train,train_2821,5,4,1,1,0,True,False,False,False,571,
train,train_2822,7,7,6,1,0,True,False,False,True,229,
train,train_2823,309,174,178,2,78,False,False,True,True,14300,
train,train_2824,22,20,17,2,8,False,False,False,False,1457,
train,train_2825,14,14,12,2,4,False,False,False,True,559,
train,train_2826,14,14,11,2,4,False,False,False,True,537,
train,train_2827,2,2,1,1,0,True,False,False,False,184,
train,train_2828,58,50,32,2,19,False,False,True,True,1006,
train,train_2829,12,12,11,2,4,False,False,False,False,514,
train,train_2830,12,10,8,2,1,False,False,False,False,551,
train,train_2831,16,12,10,2,4,False,False,True,True,4090,
train,train_2832,34,34,23,2,15,False,False,True,False,2252,
train,train_2833,77,68,37,2,22,False,False,True,True,2821,
train,train_2834,7,7,7,2,1,False,False,False,False,478,
train,train_2835,20,20,14,2,7,False,False,False,True,916,
train,train_2836,14,14,12,2,4,False,False,False,True,522,
train,train_2837,68,58,25,2,15,False,False,False,False,4952,
train,train_2838,18,16,15,2,5,False,False,False,True,749,
train,train_2839,22,20,18,2,8,False,False,False,False,634,
train,train_2840,14,12,9,2,2,False,False,False,False,807,
train,train_2841,25,20,16,2,7,False,False,True,True,498,
train,train_2842,18,16,15,2,5,False,False,False,True,638,
train,train_2843,7,6,9,2,1,False,False,False,False,655,
train,train_2844,8,8,9,2,2,False,False,False,False,629,
train,train_2845,508,82,478,2,39,False,False,False,True,15836,
train,train_2846,8,8,9,2,2,False,False,False,False,395,
train,train_2847,16,16,13,2,5,False,False,False,True,583,
train,train_2848,19,15,13,2,3,False,False,True,False,512,
train,train_2849,57,50,26,2,14,False,False,False,False,5672,
train,train_2850,20,17,10,2,2,False,False,False,True,871,
train,train_2851,16,16,13,2,5,False,False,False,True,663,
train,train_2852,10,7,8,2,1,False,False,True,False,571,
train,train_2853,4,4,5,1,0,True,False,False,False,259,
train,train_2854,19,18,15,2,7,False,False,False,False,932,
train,train_2855,2,2,1,1,0,True,False,False,False,282,
train,train_2856,6,6,7,2,1,False,False,False,False,490,
train,train_2857,9,9,8,2,1,False,False,False,False,670,
train,train_2858,10,10,9,2,2,False,False,False,False,400,
train,train_2859,10,10,9,2,3,False,False,False,False,439,
train,train_2860,16,16,13,2,5,False,False,False,True,694,
train,train_2861,18,14,13,2,5,False,False,False,False,1137,
train,train_2862,137,132,48,2,46,False,False,False,True,11306,
train,train_2863,4,4,5,1,0,True,False,False,False,170,
train,train_2864,49,29,25,2,6,False,False,False,True,1734,
train,train_2865,16,12,12,2,4,False,False,False,False,637,
train,train_2866,17,14,9,2,2,False,False,False,False,427,
train,train_2867,135,120,54,2,47,False,False,False,False,20494,
train,train_2868,76,38,56,2,17,False,False,False,False,1550,
train,train_2869,12,10,8,2,1,False,False,False,False,224,
train,train_2870,13,13,12,2,2,False,False,False,False,924,
train,train_2871,18,16,15,2,5,False,False,False,True,607,
train,train_2872,16,14,13,2,4,False,False,True,True,462,
train,train_2873,373,232,197,2,111,False,False,True,True,19645,
train,train_2874,14,12,12,2,4,False,False,True,False,299,
train,train_2875,119,102,45,2,38,False,False,False,False,18794,
train,train_2876,12,12,11,2,3,False,False,False,True,452,
train,train_2877,35,29,19,2,12,False,False,True,True,1081,
train,train_2878,339,273,98,2,104,False,False,True,True,23431,
train,train_2879,24,24,18,2,9,False,False,False,True,1691,
train,train_2880,11,8,10,2,1,False,False,False,True,654,
train,train_2881,6,4,4,2,1,False,False,True,False,154,
train,train_2882,3,3,2,1,0,True,False,False,False,2025,
train,train_2883,20,18,14,2,7,False,False,True,True,619,
train,train_2884,11,11,8,2,2,False,False,False,False,577,
train,train_2885,84,52,42,2,23,False,False,True,False,2194,
train,train_2886,13,10,10,2,1,False,False,False,False,700,
train,train_2887,17,14,13,2,5,False,False,False,False,1122,
train,train_2888,18,16,15,2,4,False,False,True,True,566,
train,train_2889,39,35,23,2,12,False,False,False,True,3086,
train,train_2890,47,39,20,2,13,False,False,True,False,970,
train,train_2891,25,24,19,2,10,False,False,False,False,773,
train,train_2892,124,42,107,2,19,False,False,False,True,2039,
train,train_2893,12,12,10,2,3,False,False,False,True,555,
train,train_2894,40,40,24,2,18,False,False,False,False,2896,
train,train_2895,12,10,11,2,3,False,False,False,True,407,
train,train_2896,47,40,26,2,15,False,False,False,True,3503,
train,train_2897,14,14,12,2,4,False,False,False,True,642,
train,train_2898,151,102,76,2,48,False,False,False,True,6377,
train,train_2899,22,21,19,2,6,False,False,True,False,30178,
train,train_2900,14,12,11,2,4,False,False,True,True,887,
train,train_2901,4,4,5,1,0,True,False,False,False,282,
train,train_2902,8,8,7,2,1,False,False,False,False,377,
train,train_2903,22,20,14,2,3,False,False,False,False,962,
train,train_2904,5,5,7,2,1,False,False,False,False,642,
train,train_2905,19,16,16,2,5,False,False,False,True,698,
train,train_2906,12,12,11,2,3,False,False,False,True,469,
train,train_2907,20,16,14,2,6,False,False,True,False,1131,
train,train_2908,11,10,10,2,2,False,False,False,False,669,
train,train_2909,321,169,179,2,59,False,False,True,True,9650,
train,train_2910,25,23,18,2,6,False,False,True,False,161753,
train,train_2911,178,178,24,2,76,False,False,False,True,3238,
train,train_2912,898,585,26,2,224,False,False,True,False,14942,
train,train_2913,22,16,11,2,5,False,False,True,False,649,
train,train_2914,9,9,9,2,2,False,False,False,False,946,
train,train_2915,70,11,68,2,2,False,False,False,False,2303,
train,train_2916,46,46,27,2,18,False,False,False,True,1573,
train,train_2917,20,18,16,2,5,False,False,True,True,664,
train,train_2918,131,71,89,2,28,False,False,True,True,5975,
train,train_2919,37,24,27,2,9,False,False,True,False,841,
train,train_2920,4,4,5,1,0,True,False,False,False,399,
train,train_2921,67,60,36,2,25,False,False,False,True,5590,
train,train_2922,10,10,9,2,1,False,False,False,True,383,
train,train_2923,24,24,17,2,10,False,False,False,False,1594,
train,train_2924,80,58,46,2,21,False,False,False,False,1604,
train,train_2925,14,12,12,2,3,False,False,True,False,464,
train,train_2926,17,14,11,2,2,False,False,True,False,917,
train,train_2927,68,54,42,2,18,False,False,True,True,5231,
train,train_2928,59,55,31,2,20,False,False,False,True,3818,
train,train_2929,14,14,12,2,5,False,False,False,False,382,
train,train_2930,16,12,12,2,4,False,False,False,False,586,
train,train_2931,79,54,45,2,25,False,False,False,False,1765,
train,train_2932,26,14,27,2,5,False,False,False,False,1051,
train,train_2933,12,10,9,2,1,False,False,True,False,1942,
train,train_2934,16,16,13,2,5,False,False,False,True,624,
train,train_2935,233,203,89,2,83,False,False,True,True,16852,
train,train_2936,44,32,23,2,12,False,False,True,False,1021,
train,train_2937,137,122,53,2,44,False,False,False,False,22277,
train,train_2938,263,170,147,2,68,False,False,True,True,10490,
train,train_2939,18,14,10,2,4,False,False,True,False,375,
train,train_2940,2,2,2,1,0,True,False,False,False,772,
train,train_2941,11,9,8,2,1,False,False,False,True,655,
train,train_2942,3,3,2,1,0,True,False,False,False,14087,
train,train_2943,5,4,3,1,0,True,False,False,False,142,
train,train_2944,14,12,13,2,4,False,False,False,False,582,
train,train_2945,12,10,10,2,1,False,False,True,False,438,
train,train_2946,12,12,11,2,3,False,False,False,True,473,
train,train_2947,16,14,14,2,4,False,False,True,False,501,
train,train_2948,159,127,36,2,36,False,False,True,True,3102,
train,train_2949,31,26,16,2,8,False,False,True,True,750,
train,train_2950,36,30,18,2,11,False,False,True,False,1787,
train,train_2951,54,46,33,2,18,False,False,True,True,1049,
train,train_2952,16,16,13,2,5,False,False,False,True,638,
train,train_2953,181,148,70,2,61,False,False,True,False,19762,
train,train_2954,10,7,4,2,1,False,True,True,False,1262,
train,train_2955,10,10,10,2,3,False,False,False,False,458,
train,train_2956,7,5,1,1,0,True,False,False,False,781,
train,train_2957,106,26,102,2,11,False,False,False,True,1735,
train,train_2958,28,20,24,2,7,False,False,True,False,1316,
train,train_2959,30,28,19,2,12,False,False,True,False,1615,
train,train_2960,10,10,10,2,3,False,False,False,False,451,
train,train_2961,12,12,10,2,2,False,False,False,True,592,
train,train_2962,14,14,12,2,4,False,False,False,True,560,
train,train_2963,639,109,403,2,42,False,False,True,True,14145,
train,train_2964,55,46,22,2,12,False,False,True,True,969,
train,train_2965,206,176,58,2,69,False,False,True,True,13223,
train,train_2966,10,10,10,2,3,False,False,False,False,474,
train,train_2967,105,92,43,2,36,False,False,True,False,17247,
train,train_2968,16,16,13,2,5,False,False,False,True,733,
train,train_2969,884,16,877,2,6,False,False,True,False,11790,
train,train_2970,43,24,27,2,5,False,False,True,False,1193,
train,train_2971,70,57,26,2,21,False,False,True,True,3776,
train,train_2972,88,70,34,2,22,False,False,False,True,3875,
train,train_2973,12,12,12,2,3,False,False,True,True,875,
train,train_2974,16,16,13,2,5,False,False,False,True,628,
train,train_2975,19,14,12,2,2,False,False,True,False,3157,
train,train_2976,260,122,158,2,39,False,False,True,True,7141,
train,train_2977,51,40,30,2,15,False,False,False,True,3563,
train,train_2978,16,14,14,2,4,False,False,True,False,528,
train,train_2979,356,184,201,2,68,False,False,True,True,10874,
train,train_2980,67,57,35,2,18,False,False,True,True,1230,
train,train_2981,38,34,18,2,13,False,False,True,False,2490,
train,train_2982,12,12,11,2,3,False,False,False,True,483,
train,train_2983,107,68,38,2,20,False,False,True,False,4540,
train,train_2984,120,104,38,2,37,False,False,True,True,2770,
train,train_2985,13,13,10,2,2,False,False,False,False,527,
train,train_2986,39,38,25,2,15,False,False,False,True,2394,
train,train_2987,112,98,44,2,38,False,False,True,True,1836,
train,train_2988,16,14,12,2,4,False,False,True,False,790,
train,train_2989,21,20,17,2,4,False,False,False,True,656,
train,train_2990,41,34,23,2,8,False,False,True,True,2203,
train,train_2991,493,366,137,2,96,False,False,False,True,98553,
train,train_2992,23,20,15,2,5,False,False,False,True,775,
train,train_2993,102,70,63,2,33,False,False,True,False,3603,
train,train_2994,27,26,20,2,7,False,False,False,True,1730,
train,train_2995,32,6,34,2,1,False,False,False,False,457,
train,train_2996,4,4,1,1,0,True,True,False,False,11515,
train,train_2997,73,64,35,2,20,False,False,True,True,2698,
train,train_2998,57,43,24,2,10,False,True,False,False,2331,
train,train_2999,71,60,40,2,23,False,False,True,True,6570,
train,train_3000,13,12,12,2,4,False,False,False,True,1304,
train,train_3001,86,74,34,2,29,False,False,True,True,1591,
train,train_3002,371,304,85,2,93,False,True,False,False,14612,
train,train_3003,180,145,79,2,73,False,False,True,True,6928,
train,train_3004,12,10,8,2,1,False,False,False,False,304,
train,train_3005,1082,907,172,2,385,False,False,True,True,24532,
train,train_3006,26,20,15,2,3,False,False,True,True,754,
train,train_3007,16,14,12,2,5,False,False,True,False,591,
train,train_3008,12,12,12,2,3,False,False,True,True,606,
train,train_3009,205,176,65,2,75,False,False,True,True,16743,
train,train_3010,22,21,19,2,6,False,False,True,False,30339,
train,train_3011,14,14,12,2,4,False,False,False,True,629,
train,train_3012,4,4,5,1,0,True,False,False,False,387,
train,train_3013,669,547,157,2,189,False,True,False,False,76002,
train,train_3014,14,14,12,2,4,False,False,False,True,513,
train,train_3015,37,34,33,2,23,False,False,False,True,4034,
train,train_3016,83,76,52,2,34,False,False,True,True,1790,
train,train_3017,39,24,32,2,8,False,False,False,False,5138,
train,train_3018,16,14,12,2,5,False,False,True,False,497,
train,train_3019,26,24,16,2,9,False,False,True,True,599,
train,train_3020,33,25,14,2,7,False,False,True,False,655,
train,train_3021,286,266,113,2,99,False,False,True,True,8801,
train,train_3022,32,26,21,2,10,False,False,True,True,972,
train,train_3023,303,57,103,2,25,False,False,True,False,6700,
train,train_3024,18,16,17,2,6,False,False,False,False,1325,
train,train_3025,35,32,31,2,21,False,False,False,True,4077,
train,train_3026,16,16,13,2,6,False,False,False,False,709,
train,train_3027,7,5,1,1,0,True,False,False,True,535,
train,train_3028,484,398,106,2,133,False,True,False,False,51833,
train,train_3029,16,16,13,2,5,False,False,False,True,548,
train,train_3030,16,12,16,2,4,False,False,False,False,846,
train,train_3031,23,20,16,2,5,False,False,False,True,1554,
train,train_3032,53,43,27,2,16,False,False,True,False,1286,
train,train_3033,14,14,11,2,2,False,False,False,False,439,
train,train_3034,22,20,13,2,4,False,False,False,False,1690,
train,train_3035,13,10,10,2,1,False,False,False,False,362,
train,train_3036,36,30,16,2,7,False,False,True,True,870,
train,train_3037,12,12,11,2,3,False,False,False,True,524,
train,train_3038,33,32,22,2,14,False,False,False,True,813,
train,train_3039,18,16,15,2,5,False,False,True,False,587,
train,train_3040,27,22,12,2,4,False,False,False,False,1065,
train,train_3041,10,10,9,2,3,False,False,False,False,355,
train,train_3042,64,55,36,2,24,False,False,True,True,4349,
train,train_3043,10,10,10,2,3,False,False,False,False,733,
train,train_3044,16,16,13,2,5,False,False,False,True,683,
train,train_3045,16,12,12,2,4,False,False,False,False,602,
train,train_3046,27,27,13,2,10,False,False,False,False,1231,
train,train_3047,32,28,19,2,10,False,False,True,False,935,
train,train_3048,12,12,11,2,3,False,False,False,True,479,
train,train_3049,14,12,13,2,3,False,False,True,False,451,
train,train_3050,84,68,43,2,29,False,False,True,False,1786,
train,train_3051,235,214,89,2,98,False,False,False,False,15267,
train,train_3052,165,130,52,2,50,False,False,False,True,4296,
train,train_3053,10,6,12,2,1,False,False,False,False,284,
train,train_3054,13,9,10,2,1,False,False,False,True,857,
train,train_3055,19,16,16,2,6,False,False,False,False,789,
train,train_3056,335,197,189,2,91,False,False,True,True,15660,
train,train_3057,122,107,46,2,41,False,False,False,False,17371,
train,train_3058,4,4,5,1,0,True,False,False,False,317,
train,train_3059,257,246,131,2,121,False,False,False,False,4821,
train,train_3060,81,72,41,2,25,False,False,False,False,3824,
train,train_3061,4,4,5,1,0,True,False,False,False,335,
train,train_3062,16,14,14,2,4,False,False,True,False,549,
train,train_3063,36,31,20,2,12,False,False,True,False,811,
train,train_3064,15,12,15,2,4,False,False,False,False,718,
train,train_3065,12,12,11,2,3,False,False,False,True,468,
train,train_3066,31,27,17,2,6,False,False,True,False,3839,
train,train_3067,132,82,83,2,38,False,False,True,False,2968,
train,train_3068,16,16,13,2,5,False,False,False,True,711,
train,train_3069,16,14,12,2,5,False,False,True,False,570,
train,train_3070,12,10,10,2,1,False,False,True,False,641,
train,train_3071,12,10,8,2,1,False,False,False,False,515,
train,train_3072,18,16,15,2,5,False,False,False,True,791,
train,train_3073,11,8,8,1,0,True,False,False,False,277,
train,train_3074,8,8,8,2,2,False,False,False,False,962,
train,train_3075,248,234,99,2,83,False,False,True,True,7667,
train,train_3076,20,20,15,2,8,False,False,False,False,1752,
train,train_3077,7,5,6,2,1,False,False,False,False,189,
train,train_3078,85,74,74,2,50,False,False,False,True,6552,
train,train_3079,18,18,14,2,7,False,False,False,False,809,
train,train_3080,108,108,35,2,33,False,False,False,False,15000,
train,train_3081,162,123,44,2,47,False,False,True,True,5512,
train,train_3082,2,2,2,1,0,True,False,False,False,852,
train,train_3083,28,24,16,2,10,False,False,True,False,1375,
train,train_3084,47,39,20,2,13,False,False,True,False,920,
train,train_3085,11,9,9,2,2,False,False,True,True,5394,
train,train_3086,44,40,21,2,12,False,False,False,True,652,
train,train_3087,43,36,27,2,16,False,False,True,False,824,
train,train_3088,94,78,45,2,25,False,False,True,True,3315,
train,train_3089,21,16,20,2,6,False,False,False,True,665,
train,train_3090,13,13,10,2,3,False,False,False,False,837,
train,train_3091,8,8,8,2,2,False,False,False,False,994,
train,train_3092,14,12,13,2,4,False,False,False,False,459,
train,train_3093,38,34,26,2,13,False,False,True,True,885,
train,train_3094,8,8,8,2,1,False,False,False,False,697,
train,train_3095,6,6,7,2,1,False,False,False,False,225,
train,train_3096,12,7,6,1,0,True,False,False,False,165,
train,train_3097,5,4,1,1,0,True,False,False,False,975,
train,train_3098,14,14,12,2,4,False,False,False,True,634,
train,train_3099,23,18,12,2,3,False,False,False,False,1154,
train,train_3100,98,90,38,2,31,False,False,False,False,8048,
train,train_3101,17,14,10,2,2,False,False,True,False,1390,
train,train_3102,18,14,13,2,4,False,False,False,True,496,
train,train_3103,70,54,26,2,21,False,False,True,False,2511,
train,train_3104,53,44,20,2,11,False,False,True,False,1638,
train,train_3105,172,149,60,2,51,False,False,False,False,26484,
train,train_3106,18,16,15,2,5,False,False,False,True,839,
train,train_3107,2,2,1,1,0,True,False,False,False,200,
train,train_3108,21,16,20,2,6,False,False,False,False,564,
train,train_3109,85,64,51,2,21,False,False,False,False,1771,
train,train_3110,6,6,7,2,1,False,False,False,False,209,
train,train_3111,24,24,19,2,10,False,False,True,False,1268,
train,train_3112,36,30,15,2,7,False,False,False,False,694,
train,train_3113,14,14,12,2,4,False,False,False,True,568,
train,train_3114,18,18,14,2,6,False,False,False,True,631,
train,train_3115,16,14,12,2,5,False,False,True,False,497,
train,train_3116,26,24,17,2,8,False,False,True,True,602,
train,train_3117,28,24,18,2,9,False,False,True,True,719,
train,train_3118,349,281,101,2,107,False,False,True,True,23915,
train,train_3119,50,46,16,2,16,False,False,True,True,929,
train,train_3120,12,10,8,2,1,False,False,False,False,613,
train,train_3121,3,3,2,1,0,True,False,False,False,2037,
train,train_3122,9,8,9,2,1,False,False,True,False,280,
train,train_3123,24,8,26,2,2,False,False,False,False,1881,
train,train_3124,8,5,8,1,0,True,False,False,False,386,
train,train_3125,22,20,8,1,0,True,True,False,True,1777,
train,train_3126,10,10,9,2,3,False,False,False,False,477,
train,train_3127,238,238,123,2,117,False,False,False,False,6954,
train,train_3128,31,24,23,2,6,False,False,False,True,1129,
train,train_3129,78,63,49,2,21,False,False,True,True,4333,
train,train_3130,90,84,30,2,27,False,False,True,True,2793,
train,train_3131,11,10,8,2,1,False,False,False,True,426,
train,train_3132,4,4,5,1,0,True,False,False,False,353,
train,train_3133,10,8,9,2,2,False,False,True,False,172,
train,train_3134,3,3,2,1,0,True,False,False,False,26832,
train,train_3135,32,28,25,2,12,False,False,False,False,2213,
train,train_3136,22,20,15,2,6,False,False,True,True,4441,
train,train_3137,53,40,24,2,12,False,False,True,True,1115,
train,train_3138,3,3,2,1,0,True,False,False,False,11357,
train,train_3139,235,176,83,2,62,False,False,True,True,4364,
train,train_3140,6,6,7,2,1,False,False,False,False,239,
train,train_3141,4,4,5,1,0,True,False,False,False,320,
train,train_3142,27,26,19,2,10,False,False,True,False,2499,
train,train_3143,34,30,18,2,9,False,False,True,True,905,
train,train_3144,31,30,21,2,11,False,False,True,True,774,
train,train_3145,30,26,25,2,6,False,False,False,True,685,
train,train_3146,36,30,18,2,8,False,False,False,False,541,
train,train_3147,39,36,35,2,25,False,False,False,True,4417,
train,train_3148,125,92,67,2,36,False,False,True,True,2381,
train,train_3149,45,38,26,2,15,False,False,True,False,1090,
train,train_3150,18,16,15,2,5,False,False,True,False,607,
train,train_3151,102,92,43,2,33,False,False,True,True,7774,
train,train_3152,66,54,21,2,21,False,False,True,False,1173,
train,train_3153,32,27,19,2,9,False,False,True,True,1239,
train,train_3154,270,24,262,2,9,False,False,False,False,3028,
train,train_3155,268,193,61,2,69,False,False,False,False,9580,
train,train_3156,19,4,20,1,0,True,False,False,False,468,
train,train_3157,21,16,13,2,5,False,False,True,False,367,
train,train_3158,22,21,19,2,6,False,False,True,False,22798,
train,train_3159,12,10,9,2,1,False,False,True,False,2571,
train,train_3160,12,10,8,2,1,False,False,False,False,224,
train,train_3161,20,16,17,2,5,False,False,True,True,688,
train,train_3162,47,40,24,2,15,False,False,True,True,916,
train,train_3163,12,12,12,2,4,False,False,False,False,502,
train,train_3164,15,8,16,2,1,False,False,False,True,356,
train,train_3165,16,12,12,2,4,False,False,False,False,579,
train,train_3166,18,14,11,2,5,False,False,True,False,374,
train,train_3167,137,117,52,2,43,False,False,False,False,19781,
train,train_3168,5,4,1,1,0,True,False,False,False,2286,
train,train_3169,14,14,13,2,4,False,False,False,True,887,
train,train_3170,12,10,10,2,1,False,False,True,False,866,
train,train_3171,18,12,17,2,3,False,False,True,False,462,
train,train_3172,16,16,13,2,6,False,False,False,False,479,
train,train_3173,442,299,128,2,139,False,False,True,True,6195,
train,train_3174,13,10,10,2,1,False,False,False,False,700,
train,train_3175,138,96,96,2,46,False,False,False,True,2725,
train,train_3176,385,243,208,2,121,False,False,True,True,20578,
train,train_3177,7,5,1,1,0,True,False,False,False,652,
train,train_3178,16,16,13,2,5,False,False,False,True,613,
train,train_3179,12,12,11,2,4,False,False,False,False,568,
train,train_3180,40,20,28,2,8,False,False,True,False,820,
train,train_3181,30,25,15,2,5,False,False,False,False,1805,
train,train_3182,34,30,22,2,10,False,False,True,True,2230,
train,train_3183,13,10,11,2,3,False,False,False,False,475,
train,train_3184,10,10,10,2,3,False,False,False,False,404,
train,train_3185,343,340,180,2,166,False,False,True,True,32589,
train,train_3186,12,12,10,2,4,False,False,False,True,7695,
train,train_3187,43,35,22,2,12,False,False,True,False,1604,
train,train_3188,26,18,18,2,6,False,False,True,False,556,
train,train_3189,18,16,15,2,5,False,False,False,True,851,
train,train_3190,24,18,13,2,5,False,True,False,False,45284,
train,train_3191,29,29,18,2,7,False,False,False,False,1166,
train,train_3192,72,52,41,2,16,False,False,True,True,4894,
train,train_3193,23,20,12,2,5,False,False,False,False,647,
train,train_3194,4,4,5,1,0,True,False,False,False,191,
train,train_3195,8,6,8,2,1,False,False,True,False,177,
train,train_3196,15,14,13,2,5,False,False,False,False,1055,
train,train_3197,74,52,43,2,20,False,False,True,True,1333,
train,train_3198,22,21,19,2,6,False,False,True,False,154856,
train,train_3199,12,12,10,2,4,False,False,False,False,562,
train,train_3200,35,30,19,2,10,False,False,False,False,988,
train,train_3201,133,52,114,2,24,False,False,False,True,2225,
train,train_3202,53,30,31,2,11,False,False,True,False,1451,
train,train_3203,421,265,231,2,124,False,False,True,True,18295,
train,train_3204,33,28,22,2,11,False,False,True,False,896,
train,train_3205,18,16,15,2,5,False,False,True,False,659,
train,train_3206,67,53,24,2,20,False,False,True,True,5754,
train,train_3207,818,660,182,2,167,False,False,True,True,13560,
train,train_3208,134,36,126,2,16,False,False,False,True,2257,
train,train_3209,35,29,19,2,12,False,True,False,False,1384,
train,train_3210,16,14,12,2,4,False,False,True,True,471,
train,train_3211,20,16,20,2,6,False,False,False,False,448,
train,train_3212,4097,3487,660,2,1423,False,False,True,True,339776,
train,train_3213,37,34,25,2,15,False,False,True,False,3142,
train,train_3214,25,24,18,2,10,False,False,False,False,1878,
train,train_3215,153,128,40,2,49,False,False,True,True,2648,
train,train_3216,12,12,11,2,3,False,False,False,True,476,
